file,pmcid,image_type:radiology~anatomical_region:axial_region,image_type:electrography,image_type:radiology~anatomical_region:axial_region.abdomen,image_type,image_type:pathology,image_type:radiology~anatomical_region,image_type:medical_photograph,image_type:ophthalmic_imaging,image_type:radiology.ultrasound,image_type:endoscopy,image_type:radiology~anatomical_view,image_type:radiology~anatomical_region:upper_limb,image_type:radiology~attribute_angiography,image_type:radiology~contrast_status,image_type:radiology~main,image_type:radiology~anatomical_region:lower_limb,image_type:radiology~anatomical_region:axial_region.thorax,modified_label
PMC5296318_fpsyt-08-00012-g001_left_1_2.webp,PMC5296318,,eeg,,electrography,,,,,,,,,,,,,,False
PMC5296318_fpsyt-08-00012-g001_middle_2_2.webp,PMC5296318,,eeg,,electrography,,,,,,,,,,,,,,False
PMC5296355_fneur-08-00027-g002_undivided_1_1.webp,PMC5296355,head,,,radiology,,axial_region,,,,,axial,,angiography,contrast,mri,,,False
PMC5296615_IPRS-06-02-g-001_undivided_1_1.webp,PMC5296615,,,,medical_photograph,,,skin_photograph,,,,,,,,,,,False
PMC5296615_IPRS-06-02-g-002_A_1_3.webp,PMC5296615,,,,medical_photograph,,,other_medical_photograph,,,,,,,,,,,False
PMC5296615_IPRS-06-02-g-002_B_2_3.webp,PMC5296615,,,,medical_photograph,,,other_medical_photograph,,,,,,,,,,,False
PMC5296615_IPRS-06-02-g-002_C_3_3.webp,PMC5296615,,,,medical_photograph,,,skin_photograph,,,,,,,,,,,False
PMC5296615_IPRS-06-02-g-003_A_1_2.webp,PMC5296615,,,,medical_photograph,,,other_medical_photograph,,,,,,,,,,,False
PMC5296615_IPRS-06-02-g-003_B_2_2.webp,PMC5296615,,,,medical_photograph,,,other_medical_photograph,,,,,,,,,,,False
PMC5296615_IPRS-06-02-g-004_A_1_2.webp,PMC5296615,,,,medical_photograph,,,other_medical_photograph,,,,,,,,,,,False
PMC5296615_IPRS-06-02-g-004_B_2_2.webp,PMC5296615,,,,medical_photograph,,,skin_photograph,,,,,,,,,,,False
PMC5296616_OC-07-03-g-002_undivided_1_1.webp,PMC5296616,,,,medical_photograph,,,other_medical_photograph,,,,,,,,,,,False
PMC5296616_OC-07-03-g-003_undivided_1_1.webp,PMC5296616,thorax,,,radiology,,axial_region,,,,,oblique,,no_angiography,contrast,ct,,cardiac_image,False
PMC5296616_OC-07-03-g-004_undivided_1_1.webp,PMC5296616,,,,medical_photograph,,,other_medical_photograph,,,,,,,,,,,False
PMC5296616_OC-07-03-g-005_undivided_1_1.webp,PMC5296616,,,,medical_photograph,,,other_medical_photograph,,,,,,,,,,,False
PMC5296617_OC-07-04-g-001_undivided_1_1.webp,PMC5296617,,,,medical_photograph,,,other_medical_photograph,,,,,,,,,,,False
PMC5296617_OC-07-04-g-002_A_1_2.webp,PMC5296617,head,,,radiology,,axial_region,,,,,axial,,angiography,contrast,ct,,,False
PMC5296617_OC-07-04-g-002_B_2_2.webp,PMC5296617,head,,,radiology,,axial_region,,,,,axial,,angiography,without_contrast,ct,,,False
PMC5296617_OC-07-04-g-003_B_1_1.webp,PMC5296617,,,,pathology,h&e,,,,,,,,,,,,,False
PMC5296839_IJOrtho-51-103-g002_undivided_1_1.webp,PMC5296839,,,,medical_photograph,,,other_medical_photograph,,,,,,,,,,,False
PMC5296839_IJOrtho-51-103-g004_undivided_1_1.webp,PMC5296839,,,,medical_photograph,,,other_medical_photograph,,,,,,,,,,,False
PMC5296840_IJOrtho-51-107-g003_a_1_3.webp,PMC5296840,thorax,,,radiology,,axial_region,,,,,frontal,,no_angiography,contrast,x_ray,,other_thoracic_image,False
PMC5296840_IJOrtho-51-107-g003_b_2_3.webp,PMC5296840,thorax,,,radiology,,axial_region,,,,,panoramic,,no_angiography,contrast,x_ray,,other_thoracic_image,True
PMC5296840_IJOrtho-51-107-g003_c_3_3.webp,PMC5296840,,,,medical_photograph,,,skin_photograph,,,,,,,,,,,False
PMC5296840_IJOrtho-51-107-g004_a_1_3.webp,PMC5296840,thorax,,,radiology,,axial_region,,,,,sagittal,,no_angiography,contrast,x_ray,,other_thoracic_image,False
PMC5296840_IJOrtho-51-107-g004_b_2_3.webp,PMC5296840,thorax,,,radiology,,axial_region,,,,,sagittal,,no_angiography,contrast,x_ray,,other_thoracic_image,False
PMC5296840_IJOrtho-51-107-g004_c_3_3.webp,PMC5296840,thorax,,,radiology,,axial_region,,,,,sagittal,,angiography,contrast,ct,,cardiac_image,False
PMC5296840_IJOrtho-51-107-g005_a_1_3.webp,PMC5296840,thorax,,,radiology,,axial_region,,,,,sagittal,,no_angiography,contrast,x_ray,,other_thoracic_image,False
PMC5296840_IJOrtho-51-107-g005_b_2_3.webp,PMC5296840,head,,,radiology,,axial_region,,,,,sagittal,,no_angiography,contrast,x_ray,,,False
PMC5296840_IJOrtho-51-107-g005_c_3_3.webp,PMC5296840,thorax,,,radiology,,axial_region,,,,,sagittal,,no_angiography,contrast,ct,,cardiac_image,False
PMC5296954_12948_2017_60_Fig1_HTML_undivided_1_1.webp,PMC5296954,,,,radiology,,whole_body,,,,,sagittal,,angiography,contrast,tractography,,,False
PMC5296954_12948_2017_60_Fig2_HTML_undivided_1_1.webp,PMC5296954,,,,endoscopy,,,,,,airway_endoscopy,,,,,,,,False
PMC5297266_IDOJ-8-29-g001_undivided_1_1.webp,PMC5297266,,,,medical_photograph,,,other_medical_photograph,,,,,,,,,,,False
PMC5297266_IDOJ-8-29-g002_undivided_1_1.webp,PMC5297266,,,,medical_photograph,,,skin_photograph,,,,,,,,,,,False
PMC5297266_IDOJ-8-29-g003_undivided_1_1.webp,PMC5297266,,,,pathology,gram,,,,,,,,,,,,,False
PMC5297266_IDOJ-8-29-g005_a_1_2.webp,PMC5297266,,,,pathology,immunostaining,,,,,,,,,,,,,False
PMC5297266_IDOJ-8-29-g005_b_2_2.webp,PMC5297266,,,,pathology,methenamine_silver,,,,,,,,,,,,,False
PMC5297267_IDOJ-8-32-g002_a_1_2.webp,PMC5297267,,,,pathology,h&e,,,,,,,,,,,,,False
PMC5297267_IDOJ-8-32-g002_b_2_2.webp,PMC5297267,,,,pathology,h&e,,,,,,,,,,,,,False
PMC5297268_IDOJ-8-35-g001_undivided_1_1.webp,PMC5297268,,,,medical_photograph,,,other_medical_photograph,,,,,,,,,,,False
PMC5297268_IDOJ-8-35-g002_undivided_1_1.webp,PMC5297268,,,,medical_photograph,,,other_medical_photograph,,,,,,,,,,,False
PMC5297269_IDOJ-8-39-g001_a_1_2.webp,PMC5297269,,,,medical_photograph,,,skin_photograph,,,,,,,,,,,False
PMC5297269_IDOJ-8-39-g001_b_2_2.webp,PMC5297269,,,,medical_photograph,,,skin_photograph,,,,,,,,,,,False
PMC5297270_IDOJ-8-42-g001_a_1_3.webp,PMC5297270,,,,medical_photograph,,,skin_photograph,,,,,,,,,,,False
PMC5297270_IDOJ-8-42-g001_b_2_3.webp,PMC5297270,,,,medical_photograph,,,oral_photograph,,,,,,,,,,,True
PMC5297270_IDOJ-8-42-g001_c_3_3.webp,PMC5297270,,,,medical_photograph,,,other_medical_photograph,,,,,,,,,,,False
PMC5297270_IDOJ-8-42-g002_a_1_2.webp,PMC5297270,,,,medical_photograph,,,oral_photograph,,,,,,,,,,,True
PMC5297270_IDOJ-8-42-g002_b_2_2.webp,PMC5297270,,,,radiology,,lower_limb,,,,,occlusal,,angiography,contrast,ct,foot,,False
PMC5297270_IDOJ-8-42-g003_a_1_2.webp,PMC5297270,,,,endoscopy,,,,,,arthroscopy,,,,,,,,False
PMC5297270_IDOJ-8-42-g003_b_2_2.webp,PMC5297270,,,,medical_photograph,,,skin_photograph,,,,,,,,,,,False
PMC5297270_IDOJ-8-42-g004_a_1_2.webp,PMC5297270,,,,medical_photograph,,,oral_photograph,,,,,,,,,,,False
PMC5297270_IDOJ-8-42-g004_b_2_2.webp,PMC5297270,,,,medical_photograph,,,skin_photograph,,,,,,,,,,,False
PMC5297271_IDOJ-8-45-g001_a_1_2.webp,PMC5297271,,,,medical_photograph,,,other_medical_photograph,,,,,,,,,,,False
PMC5297271_IDOJ-8-45-g001_b_2_2.webp,PMC5297271,,,,medical_photograph,,,other_medical_photograph,,,,,,,,,,,False
PMC5297271_IDOJ-8-45-g003_a_1_4.webp,PMC5297271,,,,pathology,immunostaining,,,,,,,,,,,,,False
PMC5297271_IDOJ-8-45-g003_b_2_4.webp,PMC5297271,,,,pathology,immunostaining,,,,,,,,,,,,,False
PMC5297271_IDOJ-8-45-g003_c_3_4.webp,PMC5297271,,,,pathology,immunostaining,,,,,,,,,,,,,False
PMC5297271_IDOJ-8-45-g003_d_4_4.webp,PMC5297271,,,,pathology,immunostaining,,,,,,,,,,,,,False
PMC5299135_cmj-53-81-g001_A_1_2.webp,PMC5299135,,,,pathology,pas,,,,,,,,,,,,,False
PMC5299135_cmj-53-81-g001_B_2_2.webp,PMC5299135,,,,pathology,h&e,,,,,,,,,,,,,False
PMC5299146_SNI-7-1147-g001_undivided_1_1.webp,PMC5299146,,,,endoscopy,,,,,,airway_endoscopy,,,,,,,,True
PMC5299146_SNI-7-1147-g002_a_1_2.webp,PMC5299146,head,,,radiology,,axial_region,,,,,sagittal,,no_angiography,contrast,mri,,,False
PMC5299146_SNI-7-1147-g002_b_2_2.webp,PMC5299146,head,,,radiology,,axial_region,,,,,sagittal,,angiography,contrast,mri,,,False
PMC5299146_SNI-7-1147-g003_undivided_1_1.webp,PMC5299146,,,,medical_photograph,,,other_medical_photograph,,,,,,,,,,,False
PMC5299147_SNI-7-1158-g001_a_1_4.webp,PMC5299147,head,,,radiology,,axial_region,,,,,axial,,no_angiography,contrast,mri,,,False
PMC5299147_SNI-7-1158-g001_b_2_4.webp,PMC5299147,head,,,radiology,,axial_region,,,,,axial,,angiography,contrast,mri,,,False
PMC5299147_SNI-7-1158-g001_c_3_4.webp,PMC5299147,head,,,radiology,,axial_region,,,,,axial,,no_angiography,contrast,mri,,,False
PMC5299147_SNI-7-1158-g001_d_4_4.webp,PMC5299147,head,,,radiology,,axial_region,,,,,sagittal,,no_angiography,contrast,mri,,,False
PMC5299147_SNI-7-1158-g002_a_1_2.webp,PMC5299147,head,,,radiology,,axial_region,,,,,axial,,angiography,contrast,mri,,,False
PMC5299147_SNI-7-1158-g002_b_2_2.webp,PMC5299147,head,,,radiology,,axial_region,,,,,sagittal,,angiography,contrast,mri,,,False
PMC5299147_SNI-7-1158-g003_a_1_3.webp,PMC5299147,head,,,radiology,,axial_region,,,,,sagittal,,no_angiography,contrast,mri,,,False
PMC5299147_SNI-7-1158-g003_b_2_3.webp,PMC5299147,head,,,radiology,,axial_region,,,,,axial,,no_angiography,without_contrast,mri,,,False
PMC5299147_SNI-7-1158-g003_c_3_3.webp,PMC5299147,head,,,radiology,,axial_region,,,,,axial,,no_angiography,contrast,mri,,,False
PMC5299147_SNI-7-1158-g004_a_1_2.webp,PMC5299147,,,,pathology,h&e,,,,,,,,,,,,,False
PMC5299147_SNI-7-1158-g004_b_2_2.webp,PMC5299147,,,,pathology,h&e,,,,,,,,,,,,,False
PMC5299147_SNI-7-1158-g005_a_1_3.webp,PMC5299147,,,,medical_photograph,,,skin_photograph,,,,,,,,,,,False
PMC5299147_SNI-7-1158-g005_b_2_3.webp,PMC5299147,,,,pathology,immunostaining,,,,,,,,,,,,,False
PMC5299147_SNI-7-1158-g005_c_3_3.webp,PMC5299147,,,,pathology,immunostaining,,,,,,,,,,,,,True
PMC5299148_SNI-7-1154-g001_a_1_6.webp,PMC5299148,head,,,radiology,,axial_region,,,,,axial,,angiography,without_contrast,ct,,,False
PMC5299148_SNI-7-1154-g001_b_2_6.webp,PMC5299148,head,,,radiology,,axial_region,,,,,sagittal,,angiography,contrast,mri,,,False
PMC5299148_SNI-7-1154-g001_c_3_6.webp,PMC5299148,head,,,radiology,,axial_region,,,,,axial,,no_angiography,contrast,mri,,,False
PMC5299148_SNI-7-1154-g001_d_4_6.webp,PMC5299148,head,,,radiology,,axial_region,,,,,sagittal,,no_angiography,contrast,mri,,,False
PMC5299148_SNI-7-1154-g001_e_6_6.webp,PMC5299148,head,,,radiology,,axial_region,,,,,sagittal,,no_angiography,contrast,mri,,,False
PMC5299148_SNI-7-1154-g001_f_5_6.webp,PMC5299148,head,,,radiology,,axial_region,,,,,axial,,angiography,contrast,mri,,,False
PMC5299148_SNI-7-1154-g003_a_1_2.webp,PMC5299148,,,,medical_photograph,,,other_medical_photograph,,,,,,,,,,,True
PMC5299148_SNI-7-1154-g003_b_2_2.webp,PMC5299148,head,,,radiology,,axial_region,,,,,axial,,angiography,contrast,mri,,,False
PMC5299149_SNI-7-1142-g001_undivided_1_1.webp,PMC5299149,head,,,radiology,,axial_region,,,,,axial,,angiography,without_contrast,ct,,,False
PMC5299149_SNI-7-1142-g002_undivided_1_1.webp,PMC5299149,head,,,radiology,,axial_region,,,,,axial,,angiography,without_contrast,ct,,,False
PMC5299149_SNI-7-1142-g003_undivided_1_1.webp,PMC5299149,abdomen,,no_cholangiogram,radiology,,axial_region,,,,,axial,,angiography,without_contrast,ct,,,False
PMC5299149_SNI-7-1142-g004_undivided_1_1.webp,PMC5299149,abdomen,,no_cholangiogram,radiology,,axial_region,,,,,axial,,angiography,contrast,ct,,,False
PMC5299149_SNI-7-1142-g005_undivided_1_1.webp,PMC5299149,,,,medical_photograph,,,other_medical_photograph,,,,,,,,,,,False
PMC5299149_SNI-7-1142-g006_undivided_1_1.webp,PMC5299149,,,,medical_photograph,,,other_medical_photograph,,,,,,,,,,,False
PMC5299149_SNI-7-1142-g007_undivided_1_1.webp,PMC5299149,abdomen,,no_cholangiogram,radiology,,axial_region,,,,,sagittal,,angiography,contrast,ct,,,False
PMC5299149_SNI-7-1142-g008_undivided_1_1.webp,PMC5299149,abdomen,,no_cholangiogram,radiology,,axial_region,,,,,axial,,angiography,contrast,ct,,,False
PMC5299149_SNI-7-1142-g009_undivided_1_1.webp,PMC5299149,head,,,radiology,,axial_region,,,,,axial,,angiography,without_contrast,ct,,,False
PMC5299149_SNI-7-1142-g010_undivided_1_1.webp,PMC5299149,abdomen,,no_cholangiogram,radiology,,axial_region,,,,,sagittal,,angiography,contrast,ct,,,False
PMC5299151_SNI-7-1150-g001_undivided_1_1.webp,PMC5299151,abdomen,,no_cholangiogram,radiology,,axial_region,,,,,frontal,,angiography,contrast,x_ray,,,True
PMC5299151_SNI-7-1150-g002_undivided_1_1.webp,PMC5299151,abdomen,,cholangiogram,radiology,,axial_region,,,,,frontal,,no_angiography,contrast,x_ray,,,False
PMC5299151_SNI-7-1150-g003_a_1_2.webp,PMC5299151,abdomen,,cholangiogram,radiology,,axial_region,,,,,frontal,,angiography,contrast,x_ray,,,False
PMC5299151_SNI-7-1150-g003_b_2_2.webp,PMC5299151,abdomen,,no_cholangiogram,radiology,,axial_region,,,,,sagittal,,angiography,contrast,ct,,,False
PMC5299576_TODENTJ-10-733_F1_A_1_2.webp,PMC5299576,head,,,radiology,,axial_region,,,,,periapical,,angiography,contrast,x_ray,,,False
PMC5299576_TODENTJ-10-733_F1_B_2_2.webp,PMC5299576,head,,,radiology,,axial_region,,,,,periapical,,no_angiography,contrast,x_ray,,,False
PMC5299576_TODENTJ-10-733_F2_A_1_2.webp,PMC5299576,,,,endoscopy,,,,,,ig_endoscopy,,,,,,,,False
PMC5299576_TODENTJ-10-733_F2_B_2_2.webp,PMC5299576,,,,medical_photograph,,,other_medical_photograph,,,,,,,,,,,True
PMC5299576_TODENTJ-10-733_F3_A_1_3.webp,PMC5299576,head,,,radiology,,axial_region,,,,,periapical,,angiography,contrast,x_ray,,,False
PMC5299576_TODENTJ-10-733_F3_B_2_3.webp,PMC5299576,,,,medical_photograph,,,other_medical_photograph,,,,,,,,,,,False
PMC5299576_TODENTJ-10-733_F3_C_3_3.webp,PMC5299576,head,,,radiology,,axial_region,,,,,periapical,,angiography,contrast,x_ray,,,False
PMC5299656_40364_2017_86_Fig1_HTML_a_1_4.webp,PMC5299656,breast,,,radiology,,axial_region,,,,,axial,,angiography,contrast,pet,,,False
PMC5299656_40364_2017_86_Fig1_HTML_b_2_4.webp,PMC5299656,,,,pathology,h&e,,,,,,,,,,,,,False
PMC5299656_40364_2017_86_Fig1_HTML_d_3_4.webp,PMC5299656,,,,pathology,h&e,,,,,,,,,,,,,False
PMC5299656_40364_2017_86_Fig1_HTML_e_4_4.webp,PMC5299656,,,,pathology,h&e,,,,,,,,,,,,,False
PMC5299833_ACA-20-70-g001_undivided_1_1.webp,PMC5299833,thorax,,,radiology,,axial_region,,,,,frontal,,angiography,contrast,x_ray,,other_thoracic_image,False
PMC5299833_ACA-20-70-g002_undivided_1_1.webp,PMC5299833,thorax,,,radiology,,axial_region,,,,,oblique,,no_angiography,contrast,ct,,cardiac_image,False
PMC5299833_ACA-20-70-g003_undivided_1_1.webp,PMC5299833,thorax,,,radiology,,axial_region,,,,,sagittal,,angiography,contrast,ct,,cardiac_image,False
PMC5299834_ACA-20-73-g001_a_1_2.webp,PMC5299834,thorax,,,radiology,,axial_region,,,no_doppler,,transesophageal,,no_angiography,contrast,ultrasound,,cardiac_image,False
PMC5299834_ACA-20-73-g001_b_2_2.webp,PMC5299834,thorax,,,radiology,,axial_region,,,no_doppler,,transesophageal,,no_angiography,contrast,ultrasound,,cardiac_image,False
PMC5299978_ce-2016-054f1_A_1_6.webp,PMC5299978,,,,endoscopy,,,,,,ig_endoscopy,,,,,,,,False
PMC5299978_ce-2016-054f1_B_2_6.webp,PMC5299978,,,,medical_photograph,,,other_medical_photograph,,,,,,,,,,,False
PMC5299978_ce-2016-054f1_C_3_6.webp,PMC5299978,,,,pathology,h&e,,,,,,,,,,,,,False
PMC5299978_ce-2016-054f1_D_4_6.webp,PMC5299978,,,,endoscopy,,,,,,ig_endoscopy,,,,,,,,False
PMC5299978_ce-2016-054f1_E_5_6.webp,PMC5299978,,,,endoscopy,,,,,,ig_endoscopy,,,,,,,,False
PMC5299978_ce-2016-054f1_F_6_6.webp,PMC5299978,,,,pathology,h&e,,,,,,,,,,,,,False
PMC5299978_ce-2016-054f2_A_1_6.webp,PMC5299978,,,,endoscopy,,,,,,ig_endoscopy,,,,,,,,False
PMC5299978_ce-2016-054f2_B_2_6.webp,PMC5299978,,,,medical_photograph,,,other_medical_photograph,,,,,,,,,,,False
PMC5299978_ce-2016-054f2_C_3_6.webp,PMC5299978,,,,pathology,h&e,,,,,,,,,,,,,False
PMC5299978_ce-2016-054f2_D_4_6.webp,PMC5299978,,,,endoscopy,,,,,,ig_endoscopy,,,,,,,,False
PMC5299978_ce-2016-054f2_E_5_6.webp,PMC5299978,,,,endoscopy,,,,,,ig_endoscopy,,,,,,,,False
PMC5299978_ce-2016-054f2_F_6_6.webp,PMC5299978,,,,pathology,h&e,,,,,,,,,,,,,False
PMC5301058_OpenVetJ-7-23-g002_A_1_2.webp,PMC5301058,,,,medical_photograph,,,other_medical_photograph,,,,,,,,,,,False
PMC5301058_OpenVetJ-7-23-g002_B_2_2.webp,PMC5301058,,,,medical_photograph,,,other_medical_photograph,,,,,,,,,,,False
PMC5301086_cop-0008-0013-g01_a_1_2.webp,PMC5301086,,,,ophthalmic_imaging,,,,oct,,,,,,,,,,False
PMC5301086_cop-0008-0013-g01_b_2_2.webp,PMC5301086,,,,ophthalmic_imaging,,,,oct,,,,,,,,,,False
PMC5301086_cop-0008-0013-g03_a_1_4.webp,PMC5301086,,,,ophthalmic_imaging,,,,fundus_photograph,,,,,,,,,,False
PMC5301086_cop-0008-0013-g03_b_2_4.webp,PMC5301086,,,,ophthalmic_imaging,,,,oct,,,,,,,,,,False
PMC5301086_cop-0008-0013-g03_c_3_4.webp,PMC5301086,,,,ophthalmic_imaging,,,,ophtalmic_angiography,,,,,,,,,,False
PMC5301086_cop-0008-0013-g03_d_4_4.webp,PMC5301086,,,,ophthalmic_imaging,,,,ophtalmic_angiography,,,,,,,,,,False
PMC5301087_cop-0008-0001-g01_undivided_1_1.webp,PMC5301087,,,,ophthalmic_imaging,,,,slit_lamp_photograph,,,,,,,,,,False
PMC5301088_crg-0011-0036-g01_a_1_3.webp,PMC5301088,abdomen,,no_cholangiogram,radiology,,axial_region,,,,,sagittal,,angiography,contrast,ct,,,False
PMC5301088_crg-0011-0036-g01_b_2_3.webp,PMC5301088,abdomen,,no_cholangiogram,radiology,,axial_region,,,,,sagittal,,angiography,contrast,ct,,,False
PMC5301088_crg-0011-0036-g01_c_3_3.webp,PMC5301088,abdomen,,no_cholangiogram,radiology,,axial_region,,,,,axial,,angiography,contrast,ct,,,True
PMC5301088_crg-0011-0036-g03_a_1_2.webp,PMC5301088,,,,endoscopy,,,,,,ig_endoscopy,,,,,,,,False
PMC5301088_crg-0011-0036-g03_b_2_2.webp,PMC5301088,,,,endoscopy,,,,,,ig_endoscopy,,,,,,,,False
PMC5301089_cop-0008-0061-g01_undivided_1_1.webp,PMC5301089,,,,ophthalmic_imaging,,,,oct,,,,,,,,,,False
PMC5301089_cop-0008-0061-g02_undivided_1_1.webp,PMC5301089,,,,ophthalmic_imaging,,,,slit_lamp_photograph,,,,,,,,,,False
PMC5301089_cop-0008-0061-g03_undivided_1_1.webp,PMC5301089,,,,ophthalmic_imaging,,,,oct,,,,,,,,,,False
PMC5301089_cop-0008-0061-g04_undivided_1_1.webp,PMC5301089,,,,medical_photograph,,,skin_photograph,,,,,,,,,,,False
PMC5301090_cde-0009-0020-g02_a_1_3.webp,PMC5301090,,,,pathology,h&e,,,,,,,,,,,,,False
PMC5301090_cde-0009-0020-g02_b_2_3.webp,PMC5301090,,,,pathology,h&e,,,,,,,,,,,,,False
PMC5301090_cde-0009-0020-g02_c_3_3.webp,PMC5301090,,,,pathology,h&e,,,,,,,,,,,,,False
PMC5301092_cro-0010-0052-g01_a_1_3.webp,PMC5301092,,,,medical_photograph,,,skin_photograph,,,,,,,,,,,False
PMC5301092_cro-0010-0052-g01_b_2_3.webp,PMC5301092,,,,pathology,h&e,,,,,,,,,,,,,False
PMC5301092_cro-0010-0052-g01_c_3_3.webp,PMC5301092,,,,pathology,immunostaining,,,,,,,,,,,,,False
PMC5301092_cro-0010-0052-g02_a_1_3.webp,PMC5301092,,,,medical_photograph,,,skin_photograph,,,,,,,,,,,False
PMC5301092_cro-0010-0052-g02_b_2_3.webp,PMC5301092,,,,radiology,,lower_limb,,,,,axial,,no_angiography,contrast,mri,thigh,,False
PMC5301092_cro-0010-0052-g02_c_3_3.webp,PMC5301092,pelvis,,,radiology,,axial_region,,,,,axial,,no_angiography,contrast,mri,,,False
PMC5301094_crg-0011-0029-g01_a_1_2.webp,PMC5301094,abdomen,,no_cholangiogram,radiology,,axial_region,,,,,sagittal,,angiography,contrast,ct,,,False
PMC5301094_crg-0011-0029-g01_b_2_2.webp,PMC5301094,abdomen,,no_cholangiogram,radiology,,axial_region,,,,,sagittal,,angiography,contrast,ct,,,False
PMC5301094_crg-0011-0029-g02_a_1_2.webp,PMC5301094,,,,pathology,h&e,,,,,,,,,,,,,False
PMC5301094_crg-0011-0029-g02_b_2_2.webp,PMC5301094,,,,pathology,h&e,,,,,,,,,,,,,False
PMC5301094_crg-0011-0029-g03_undivided_1_1.webp,PMC5301094,abdomen,,no_cholangiogram,radiology,,axial_region,,,,,axial,,no_angiography,without_contrast,ct,,,False
PMC5301095_cop-0008-0073-g03_undivided_1_1.webp,PMC5301095,,,,chart,,,,,,,,,,,,,,False
PMC5301097_cro-0010-0021-g01_a_1_2.webp,PMC5301097,,,,radiology,,lower_limb,,,,,frontal,,no_angiography,contrast,x_ray,thigh,,False
PMC5301097_cro-0010-0021-g01_b_2_2.webp,PMC5301097,,,,radiology,,lower_limb,,,,,sagittal,,angiography,contrast,x_ray,thigh,,False
PMC5301097_cro-0010-0021-g02_a_1_4.webp,PMC5301097,,,,radiology,,lower_limb,,,,,axial,,angiography,contrast,mri,lower_leg,,False
PMC5301097_cro-0010-0021-g02_b_2_4.webp,PMC5301097,,,,radiology,,lower_limb,,,,,axial,,no_angiography,contrast,mri,thigh,,False
PMC5301097_cro-0010-0021-g02_c_3_4.webp,PMC5301097,,,,radiology,,lower_limb,,,,,axial,,angiography,contrast,mri,thigh,,False
PMC5301097_cro-0010-0021-g02_d_4_4.webp,PMC5301097,,,,radiology,,lower_limb,,,,,sagittal,,angiography,contrast,mri,thigh,,False
PMC5301097_cro-0010-0021-g03_a_1_3.webp,PMC5301097,,,,pathology,h&e,,,,,,,,,,,,,False
PMC5301097_cro-0010-0021-g03_b_2_3.webp,PMC5301097,,,,pathology,h&e,,,,,,,,,,,,,False
PMC5301097_cro-0010-0021-g03_c_3_3.webp,PMC5301097,,,,pathology,h&e,,,,,,,,,,,,,False
PMC5301098_cop-0008-0049-g01_a_1_3.webp,PMC5301098,,,,ophthalmic_imaging,,,,fundus_photograph,,,,,,,,,,False
PMC5301098_cop-0008-0049-g01_b_2_3.webp,PMC5301098,,,,ophthalmic_imaging,,,,ophtalmic_angiography,,,,,,,,,,False
PMC5301098_cop-0008-0049-g01_c_3_3.webp,PMC5301098,,,,ophthalmic_imaging,,,,ophtalmic_angiography,,,,,,,,,,False
PMC5301098_cop-0008-0049-g02_a_1_2.webp,PMC5301098,,,,ophthalmic_imaging,,,,oct,,,,,,,,,,False
PMC5301098_cop-0008-0049-g02_b_2_2.webp,PMC5301098,,,,ophthalmic_imaging,,,,oct,,,,,,,,,,False
PMC5301098_cop-0008-0049-g03_a_1_2.webp,PMC5301098,,,,ophthalmic_imaging,,,,oct,,,,,,,,,,False
PMC5301098_cop-0008-0049-g03_b_2_2.webp,PMC5301098,,,,ophthalmic_imaging,,,,oct,,,,,,,,,,False
PMC5301099_cop-0008-0055-g01_a_1_2.webp,PMC5301099,,,,ophthalmic_imaging,,,,fundus_photograph,,,,,,,,,,False
PMC5301099_cop-0008-0055-g01_b_2_2.webp,PMC5301099,,,,ophthalmic_imaging,,,,fundus_photograph,,,,,,,,,,False
PMC5301099_cop-0008-0055-g02_a_1_2.webp,PMC5301099,,,,ophthalmic_imaging,,,,fundus_photograph,,,,,,,,,,False
PMC5301099_cop-0008-0055-g02_b_2_2.webp,PMC5301099,,,,ophthalmic_imaging,,,,ophtalmic_angiography,,,,,,,,,,False
PMC5301099_cop-0008-0055-g03_a_1_2.webp,PMC5301099,,,,ophthalmic_imaging,,,,fundus_photograph,,,,,,,,,,False
PMC5301099_cop-0008-0055-g03_b_2_2.webp,PMC5301099,,,,ophthalmic_imaging,,,,ophtalmic_angiography,,,,,,,,,,False
PMC5301100_crg-0011-0042-g01_C_1_1.webp,PMC5301100,,,,radiology,,upper_limb,,,,,sagittal,elbow,angiography,contrast,ct,,,False
PMC5301100_crg-0011-0042-g02_C_1_1.webp,PMC5301100,,,,pathology,acid_fast,,,,,,,,,,,,,False
PMC5301101_crn-0009-0001-g01_a_1_3.webp,PMC5301101,neck,,,radiology,,axial_region,,,,,sagittal,,no_angiography,contrast,mri,,,False
PMC5301101_crn-0009-0001-g01_b_2_3.webp,PMC5301101,thorax,,,radiology,,axial_region,,,,,sagittal,,angiography,contrast,mri,,cardiac_image,False
PMC5301101_crn-0009-0001-g01_c_3_3.webp,PMC5301101,neck,,,radiology,,axial_region,,,,,sagittal,,no_angiography,contrast,mri,,,False
PMC5301102_cde-0009-0006-g01_a_1_2.webp,PMC5301102,,,,medical_photograph,,,skin_photograph,,,,,,,,,,,False
PMC5301102_cde-0009-0006-g01_b_2_2.webp,PMC5301102,,,,medical_photograph,,,skin_photograph,,,,,,,,,,,False
PMC5301102_cde-0009-0006-g02_a_1_2.webp,PMC5301102,,,,pathology,h&e,,,,,,,,,,,,,False
PMC5301102_cde-0009-0006-g02_b_2_2.webp,PMC5301102,,,,pathology,congo_red,,,,,,,,,,,,,False
